"","LSOA21CD","IMD_2025_decile","IMD_2025_score"
"3648","E01003824",10,3.336
"3649","E01003825",10,2.396
"3650","E01003826",4,22.278
"3651","E01003827",8,9.406
"3652","E01003828",10,4.038
"3653","E01003829",3,26.97
"3654","E01003830",9,8.149
"3655","E01003831",9,6.324
"3656","E01003832",3,33.359
"3657","E01003833",6,14.483
"3658","E01003834",8,10.908
"3659","E01003835",10,3.66
"3660","E01003836",7,14.057
"3661","E01003837",9,5.683
"3662","E01003838",9,5.739
"3663","E01003839",8,10.663
"3664","E01003840",6,16.169
"3665","E01003841",3,32.774
"3666","E01003842",5,17.734
"3667","E01003843",5,19.863
"3668","E01003844",9,7.808
"3669","E01003845",9,6.36
"3670","E01003846",9,7.22
"3671","E01003847",9,7.512
"3672","E01003848",8,9.527
"3673","E01003849",8,9.565
"3674","E01003851",8,8.749
"3675","E01003852",8,9.978
"3676","E01003853",7,12.119
"3677","E01003854",6,14.513
"3678","E01003855",5,18.891
"3679","E01003856",9,7.124
"3680","E01003857",9,7.013
"3681","E01003858",9,6.91
"3682","E01003859",8,8.577
"3683","E01003860",8,9.611
"3684","E01003861",9,7.402
"3685","E01003862",6,15.174
"3686","E01003863",5,17.901
"3687","E01003864",8,8.403
"3688","E01003865",8,10.74
"3689","E01003866",10,4.954
"3690","E01003867",8,9.908
"3691","E01003868",9,6.137
"3692","E01003869",9,5.663
"3693","E01003870",10,4.105
"3694","E01003871",10,4.75
"3695","E01003872",9,7.399
"3696","E01003873",8,9.769
"3697","E01003874",9,6.349
"3698","E01003875",8,8.625
"3699","E01003876",8,9.843
"3700","E01003877",9,8.097
"3701","E01003878",5,18.982
"3702","E01003879",9,5.563
"3703","E01003880",9,5.932
"3704","E01003881",10,4.112
"3705","E01003882",9,6.009
"3706","E01003883",9,5.507
"3707","E01003884",9,7.843
"3708","E01003885",9,6.589
"3709","E01003886",10,5.271
"3710","E01003887",10,4.419
"3711","E01003888",7,13.634
"3712","E01003889",10,5.347
"3713","E01003890",10,5.294
"3714","E01003891",10,2.824
"3715","E01003892",10,2.491
"3716","E01003893",9,6.368
"3717","E01003894",9,6.075
"3718","E01003895",9,7.555
"3719","E01003896",8,9.295
"3720","E01003897",8,8.552
"3721","E01003898",9,7.385
"3722","E01003899",9,6.767
"3723","E01003900",5,19.21
"3724","E01003901",10,3.67
"3725","E01003902",9,5.778
"3726","E01003903",7,14.114
"3727","E01003904",8,9.971
"3728","E01003905",8,8.603
"3729","E01003906",7,12.362
"3730","E01003907",5,19.179
"3731","E01003908",9,8.048
"3732","E01003909",7,12.523
"3733","E01003910",10,4.063
"3734","E01003911",4,24.357
"3735","E01003912",3,28.871
"3736","E01003913",5,21.101
"3737","E01003914",5,20.541
"3738","E01003915",4,24.928
"3739","E01003916",5,17.687
"3740","E01003917",4,24.575
"3741","E01003918",3,29.977
"3742","E01003919",4,26.077
"3743","E01003920",3,29.186
"3744","E01003921",2,35.724
"3745","E01003922",3,29.373
"3746","E01003923",4,25.359
"3747","E01003924",3,28.811
"3748","E01003925",4,22.912
"3749","E01003926",3,27.152
"3750","E01003929",4,24.153
"3751","E01003930",5,18.122
"3752","E01003932",2,38.556
"3753","E01003933",5,19.236
"3754","E01003934",8,10.682
"3755","E01003935",5,18.668
"3756","E01003936",8,9.363
"3757","E01003937",5,17.987
"3758","E01003938",5,19.951
"3759","E01003939",6,16.439
"3760","E01003940",3,28.359
"3761","E01003941",6,17.046
"3762","E01003942",4,26.227
"3763","E01003943",3,29.364
"3764","E01003945",7,12.905
"3765","E01003946",7,12.52
"3766","E01003947",2,33.803
"3767","E01003948",6,14.277
"3768","E01003949",6,15.933
"3769","E01003950",3,27.522
"3770","E01003951",7,12.679
"3771","E01003952",5,19.703
"3772","E01003953",6,17.098
"3773","E01003954",7,12.66
"3774","E01003955",6,17.074
"3775","E01003956",7,13.38
"3776","E01003957",7,12.321
"3777","E01003958",6,15.719
"3778","E01003960",5,20.308
"3779","E01003961",2,38.469
"3780","E01003963",3,33.066
"3781","E01003966",2,33.61
"3782","E01003969",4,25.154
"3783","E01003971",3,29.769
"3784","E01003972",4,26.398
"3785","E01003973",3,30.159
"3786","E01003975",3,27.402
"3787","E01003976",4,25.94
"3788","E01003977",3,29.188
"3789","E01003979",3,30.85
"3790","E01003980",3,33.361
"3791","E01003981",4,24.388
"3792","E01003983",3,31.061
"3793","E01003984",4,26.38
"3794","E01003986",2,36.48
"3795","E01003987",2,35.188
"3796","E01003988",2,36.076
"3797","E01003989",4,25.895
"3798","E01003990",3,28.669
"3799","E01003991",3,32.549
"3800","E01003992",3,32.408
"3801","E01003993",4,26.022
"3802","E01003994",3,29.844
"3803","E01003995",2,35.414
"3804","E01003997",4,25.637
"3805","E01003998",4,26.075
"3806","E01003999",4,22.941
"3807","E01004000",3,27.916
"3808","E01004001",3,32.517
"3809","E01004002",6,14.701
"3810","E01004003",3,33.307
"3811","E01004004",3,26.668
"3812","E01004005",2,37.067
"3813","E01004006",4,24.72
"3814","E01004007",3,31.787
"3815","E01004008",3,33.22
"3816","E01004010",3,33.508
"3817","E01004011",3,30.287
"3818","E01004012",4,23.313
"3819","E01004013",3,28.418
"3820","E01004014",3,30.811
"3821","E01004015",6,17.052
"3822","E01004016",6,14.843
"3823","E01004017",7,12.442
"3824","E01004018",8,11.067
"3825","E01004019",5,20.69
"3826","E01004020",4,25.484
"3827","E01004021",6,14.306
"3828","E01004023",3,30.217
"3829","E01004024",3,29.18
"3830","E01004028",3,30.437
"3831","E01004029",8,11.117
"3832","E01004030",5,21.019
"3833","E01004031",5,19.623
"3834","E01004032",10,4.442
"3835","E01004033",3,27.102
"3836","E01004034",3,30.945
"3837","E01004035",3,30.983
"3838","E01004036",3,30.685
"3839","E01004037",3,28.788
"3840","E01004038",4,24.935
"3841","E01004039",5,21.485
"3842","E01004040",2,37.46
"3843","E01004041",3,26.971
"3844","E01004042",2,40.625
"3845","E01004043",4,24.49
"3846","E01004044",3,31.791
"3847","E01004045",3,28.361
"3848","E01004046",5,18.814
"3849","E01004047",4,24.881
"3850","E01004048",5,19.232
"3851","E01004049",4,24.337
"3852","E01004050",7,12.905
"3853","E01004051",7,11.575
"3854","E01004052",5,18.23
"3855","E01004053",9,7.194
"3856","E01004054",9,6.332
"3857","E01004055",3,31.99
"3858","E01004056",6,15.634
"3859","E01004057",5,18.753
"3860","E01004058",10,3.9
"3861","E01004059",8,8.798
"3862","E01004060",4,23.838
"3863","E01004061",5,19.756
"3864","E01004062",3,28.106
"3865","E01004063",4,21.617
"3866","E01004064",4,26.584
"3867","E01004065",6,17.341
"3868","E01004066",4,24.526
"3869","E01004067",2,35.433
"3870","E01004068",3,31.052
"3871","E01004069",9,8.091
"3872","E01004070",6,14.462
"3873","E01004071",4,22.742
"3874","E01004072",7,11.195
"3875","E01004073",7,11.176
"3876","E01004074",7,11.309
"3877","E01004075",8,8.911
"3878","E01004076",5,18.496
"3879","E01004077",7,14.086
"3880","E01004078",5,19.664
"3881","E01004079",10,3.113
"3882","E01004080",10,4.886
"3883","E01004081",7,13.384
"3884","E01004082",9,6.237
"3885","E01004083",2,40.688
"3886","E01004084",10,3.335
"3887","E01004085",10,3.752
"3888","E01004086",6,14.16
"3889","E01004087",10,3.224
"3890","E01004088",1,50.046
"3891","E01004089",2,37.911
"3892","E01004090",2,40.288
"3893","E01004091",10,1.897
"3894","E01004092",10,4.829
"3895","E01004093",10,3.462
"3896","E01004094",9,6.906
"3897","E01004095",10,3.314
"3898","E01004096",6,14.451
"3899","E01004097",9,6.549
"3900","E01004098",9,7.222
"3901","E01004099",5,20.975
"3902","E01004100",8,8.76
"3903","E01004101",10,4.653
"3904","E01004102",7,11.577
"3905","E01004103",7,11.893
"3906","E01004104",10,3.929
"3907","E01004105",9,6.536
"3908","E01004106",10,1.723
"3909","E01004107",6,14.466
"3910","E01004108",8,8.807
"3911","E01004109",5,18.103
"3912","E01004110",7,12.532
"3913","E01004111",8,8.488
"3914","E01004112",10,3.162
"3915","E01004114",10,2.083
"3916","E01004115",9,8.313
"3917","E01004116",10,4.946
"3918","E01004117",10,2.785
"3919","E01004118",7,13.136
"3920","E01004119",9,5.546
"3921","E01004120",10,3.564
"3922","E01004121",8,11.074
"3923","E01004122",10,3.322
"3924","E01004123",3,28.919
"3925","E01004124",4,25.17
"3926","E01004125",2,34.046
"3927","E01004126",3,26.708
"3928","E01004127",5,19.63
"3929","E01004128",4,24.081
"3930","E01004129",2,33.743
"3931","E01004130",8,9.645
"3932","E01004131",8,9.784
"3933","E01004132",10,3.713
"3934","E01004133",10,4.142
"3935","E01004134",7,12.495
"3936","E01004135",9,7.783
"3937","E01004136",9,5.516
"3938","E01004137",8,10.013
"3939","E01004138",6,14.759
"3940","E01004139",7,13.819
"3941","E01004140",3,31.949
"3942","E01004141",4,25.285
"3943","E01004143",7,12.304
"3944","E01004144",8,8.903
"3945","E01004145",7,11.654
"3946","E01004146",8,10.031
"3947","E01004147",9,7.864
"3948","E01004148",4,25.155
"3949","E01004149",8,10.066
"3950","E01004150",5,18.721
"3951","E01004151",7,12.443
"3952","E01004152",6,15.973
"3953","E01004153",8,9.596
"3954","E01004154",10,3.436
"3955","E01004155",9,7.484
"3956","E01004156",8,10.178
"3957","E01004157",10,2.507
"3958","E01004158",9,7.729
"3959","E01004159",8,10.794
"3960","E01004160",8,8.782
"3961","E01004161",9,7.991
"3962","E01004162",7,13.406
"3963","E01004163",8,10.815
"3964","E01004164",8,11.117
"3965","E01004165",5,18.244
"3966","E01004166",7,12.845
"3967","E01004167",3,28.246
"3968","E01004168",9,7.686
"3969","E01004169",5,17.452
"3970","E01004170",7,12.882
"3971","E01004171",8,8.392
"3972","E01004172",4,26.328
"3973","E01004173",7,11.791
"3974","E01004174",6,17.2
"3975","E01004175",8,9.84
"3976","E01004176",6,14.843
"3977","E01004177",4,23.678
"3978","E01004178",5,21.271
"3979","E01004179",10,4.821
"3980","E01004180",10,2.994
"3981","E01004181",5,17.632
"3982","E01004182",3,28.422
"3983","E01004183",3,28.119
"3984","E01004184",3,29.409
"3985","E01004185",3,28.749
"3986","E01004186",6,14.963
"3987","E01004187",5,21.122
"3988","E01004189",3,27.948
"3989","E01004190",10,2.845
"3990","E01004191",8,9.621
"3991","E01004192",7,11.564
"3992","E01004193",8,9.765
"3993","E01004194",7,13.626
"3994","E01004195",7,11.383
"3995","E01004196",10,5.364
"3996","E01004198",1,45.952
"3997","E01004199",2,44.165
"3998","E01004200",4,22.522
"3999","E01004201",4,25.579
"4000","E01004202",4,24.885
"4001","E01004203",3,30.953
"4002","E01004204",2,37.469
"4003","E01004205",1,47.599
"4004","E01004206",1,52.061
"4005","E01004207",2,43.476
"4006","E01004208",3,30.764
"4007","E01004209",1,48.711
"4008","E01004211",2,34.692
"4009","E01004212",3,30.507
"4010","E01004214",1,52.684
"4011","E01004216",5,21.109
"4012","E01004217",4,26.389
"4013","E01004218",6,16.025
"4014","E01004219",3,29.952
"4015","E01004221",3,29.445
"4016","E01004222",2,37.465
"4017","E01004223",2,35.266
"4018","E01004226",3,31.751
"4019","E01004228",5,19.842
"4020","E01004229",3,26.778
"4021","E01004230",3,27.27
"4022","E01004231",2,38.278
"4023","E01004232",5,20.741
"4024","E01004233",3,29.1
"4025","E01004234",5,17.914
"4026","E01004235",1,50.465
"4027","E01004236",1,50.945
"4028","E01004237",2,38.261
"4029","E01004239",2,38.416
"4030","E01004240",2,39.831
"4031","E01004241",1,48.793
"4032","E01004243",2,35.878
"4033","E01004244",2,44.423
"4034","E01004245",3,28.405
"4035","E01004247",2,43.751
"4036","E01004248",1,50.906
"4037","E01004249",1,45.539
"4038","E01004251",2,35.438
"4039","E01004255",2,40.668
"4040","E01004256",1,46.867
"4041","E01004257",1,47.337
"4042","E01004258",5,17.571
"4043","E01004259",3,28.552
"4044","E01004260",2,40.685
"4045","E01004263",2,42.432
"4046","E01004264",1,47.298
"4047","E01004266",3,29.541
"4048","E01004267",3,33.138
"4049","E01004268",2,37.753
"4050","E01004270",4,24.945
"4051","E01004271",3,29.784
"4052","E01004272",2,41.976
"4053","E01004274",3,31.206
"4054","E01004275",4,23.276
"4055","E01004276",9,6.238
"4056","E01004277",8,8.39
"4057","E01004280",3,27.709
"4058","E01004281",7,11.418
"4059","E01004283",2,41.034
"4060","E01004286",2,38.909
"4061","E01004287",2,42.945
"4062","E01004288",2,44.119
"4063","E01004289",2,38.598
"4064","E01004290",3,31.305
"4065","E01004291",7,11.483
"4066","E01004292",10,5.462
"4067","E01004293",9,7.925
"4068","E01004295",2,39.106
"4069","E01004296",4,26.423
"4070","E01004297",9,8.171
"4071","E01004298",1,50.194
"4072","E01004300",1,48.277
"4073","E01004301",1,45.921
"4074","E01004302",1,45.534
"4075","E01004303",3,32.13
"4076","E01004304",1,44.952
"4077","E01004305",2,43.9
"4078","E01004306",2,36.117
"4079","E01004307",6,16.323
"4080","E01004308",2,35.155
"4081","E01004309",1,47.715
"4082","E01004310",3,33.152
"4083","E01004311",3,32.818
"4084","E01004312",2,41.617
"4085","E01004313",2,37.223
"4086","E01004315",3,31.005
"4087","E01004316",2,41.511
"4088","E01004319",2,35.858
"4089","E01004321",2,37.217
"4090","E01004322",1,45.199
"4091","E01004323",2,35.934
"4092","E01004324",2,42.919
"4093","E01004326",2,36.528
"4094","E01004327",4,26.426
"4095","E01004328",4,25.91
"4096","E01004329",4,24.652
"4097","E01004330",6,17.297
"4098","E01004331",3,30.697
"4099","E01004332",3,30.341
"4100","E01004333",3,29.115
"4101","E01004334",2,39.225
"4102","E01004335",2,39.88
"4103","E01004336",3,31.437
"4104","E01004337",3,32.921
"4105","E01004338",4,22.574
"4106","E01004339",5,19.972
"4107","E01004340",2,34.13
"4108","E01004341",2,34.935
"4109","E01004342",4,23.965
"4110","E01004343",7,13.478
"4111","E01004344",4,26.494
"4112","E01004345",5,20.686
"4113","E01004346",6,15.218
"4114","E01004347",6,14.861
"4115","E01004348",5,21.066
"4116","E01004349",4,23.331
"4117","E01004350",4,22.932
"4118","E01004351",8,8.829
"4119","E01004352",8,8.96
"4120","E01004353",7,13.189
"4121","E01004354",6,15.684
"4122","E01004355",4,23.588
"4123","E01004356",5,18.991
"4124","E01004357",6,15.453
"4125","E01004358",6,17.204
"4126","E01004359",7,12.111
"4127","E01004360",9,8.354
"4128","E01004361",8,10.791
"4129","E01004362",5,18.907
"4130","E01004363",5,17.642
"4131","E01004364",3,29.096
"4132","E01004365",2,34.627
"4133","E01004366",6,15.246
"4134","E01004367",3,26.816
"4135","E01004368",5,18.509
"4136","E01004369",5,19.202
"4137","E01004370",5,17.595
"4138","E01004371",6,17.313
"4139","E01004372",7,11.796
"4140","E01004373",4,24.17
"4141","E01004374",6,16.24
"4142","E01004375",4,22.045
"4143","E01004376",4,22.33
"4144","E01004377",6,15.862
"4145","E01004378",5,19.402
"4146","E01004379",9,8.191
"4147","E01004380",6,16.695
"4148","E01004381",7,14.081
"4149","E01004382",4,26.574
"4150","E01004383",8,10.764
"4151","E01004384",2,34.816
"4152","E01004385",4,25.854
"4153","E01004386",10,5.31
"4154","E01004387",10,2.629
"4155","E01004388",4,21.622
"4156","E01004389",4,26.485
"4157","E01004390",3,27.388
"4158","E01004391",4,21.817
"4159","E01004392",3,27.393
"4160","E01004393",3,32.047
"4161","E01004394",3,30.266
"4162","E01004395",6,15.393
"4163","E01004396",4,21.779
"4164","E01004397",3,28.198
"4165","E01004398",3,32.938
"4166","E01004399",2,34.342
"4167","E01004400",4,26.426
"4168","E01004401",5,20.742
"4169","E01004402",4,26.267
"4170","E01004403",4,23.92
"4171","E01004404",3,27.863
"4172","E01004405",4,22.354
"4173","E01004406",4,24.554
"4174","E01004407",1,57.394
"4175","E01004408",5,20.509
"4176","E01004409",4,25.173
"4177","E01004410",3,26.937
"4178","E01004411",5,20.207
"4179","E01004412",6,15.44
"4180","E01004413",3,28.286
"4181","E01004414",5,19.966
"4182","E01004415",4,24.214
"4183","E01004416",7,12.907
"4184","E01004417",5,18.233
"4185","E01004418",6,16.384
"4186","E01004419",5,19.08
"4187","E01004420",2,44.627
"4188","E01004421",4,25.147
"4189","E01004422",5,21.535
"4190","E01004423",2,37.652
"4191","E01004424",2,36.165
"4192","E01004425",4,25.577
"4193","E01004426",4,22.247
"4194","E01004427",3,26.607
"4195","E01004428",2,37.696
"4196","E01004429",4,23.382
"4197","E01004430",4,23.092
"4198","E01004432",4,23.378
"4199","E01004434",3,28.241
"4200","E01004435",2,33.586
"4201","E01004436",3,27.136
"4202","E01004437",3,28.053
"4203","E01004438",5,21.151
"4204","E01004439",5,19.835
"4205","E01004440",4,22.925
"4206","E01004441",7,11.751
"4207","E01004442",7,12.576
"4208","E01004443",4,21.895
"4209","E01004444",3,29.793
"4210","E01004445",5,20.248
"4211","E01004446",5,19.084
"4212","E01004447",6,16.57
"4213","E01004448",4,24.392
"4214","E01004449",2,38.317
"4215","E01004450",7,12.497
"4216","E01004451",6,15.512
"4217","E01004452",4,25.009
"4218","E01004453",4,22.961
"4219","E01004454",5,20.043
"4220","E01004455",3,28.105
"4221","E01004456",2,37.252
"4222","E01004457",4,21.557
"4223","E01004458",4,25.806
"4224","E01004459",2,42.883
"4225","E01004460",4,26.018
"4226","E01004462",5,20.011
"4227","E01004463",7,13.696
"4228","E01004464",2,35.082
"4229","E01004465",7,13.602
"4230","E01004466",8,10.441
"4231","E01004467",3,33.406
"4232","E01004468",7,13.855
"4233","E01004469",2,37.424
"4234","E01004470",3,27.233
"4235","E01004471",3,27.061
"4236","E01004472",9,6.492
"4237","E01004473",8,9.114
"4238","E01004474",6,15.221
"4239","E01004475",8,10.4
"4240","E01004476",7,12.1
"4241","E01004477",10,5.263
"4242","E01004478",10,4.749
"4243","E01004479",9,7.049
"4244","E01004480",9,7.579
"4245","E01004481",7,13.461
"4246","E01004482",8,10.708
"4247","E01004483",8,9.217
"4248","E01004484",7,11.752
"4249","E01004485",7,11.378
"4250","E01004486",8,9.894
"4251","E01004487",7,13.525
"4252","E01004488",7,11.597
"4253","E01004489",6,17.426
"4254","E01004490",9,5.738
"4255","E01004491",7,11.917
"4256","E01004492",6,14.388
"4257","E01004493",7,13.768
"4258","E01004494",6,15.808
"4259","E01004495",5,19.88
"4260","E01004496",7,12.713
"4261","E01004497",8,10.942
"4262","E01004498",9,7.542
"4263","E01004499",7,12.913
"4264","E01004500",8,9.149
"4265","E01004501",5,18.851
"4266","E01004502",9,7.223
"4267","E01004503",6,15.342
"4268","E01004504",9,7.159
"4269","E01004505",9,6.162
"4270","E01004506",9,6.392
"4271","E01004507",9,6.391
"4272","E01004508",8,10.418
"4273","E01004510",8,9.647
"4274","E01004511",8,8.693
"4275","E01004512",9,8.32
"4276","E01004513",5,17.51
"4277","E01004514",8,9.984
"4278","E01004515",6,14.683
"4279","E01004516",8,9.59
"4280","E01004517",5,19.177
"4281","E01004518",7,12.308
"4282","E01004519",5,17.519
"4283","E01004520",6,16.576
"4284","E01004521",5,17.996
"4285","E01004522",5,21.407
"4286","E01004523",5,17.925
"4287","E01004524",2,38.249
"4288","E01004525",4,25.626
"4289","E01004526",5,20.444
"4290","E01004527",7,13.285
"4291","E01004528",3,33.117
"4292","E01004529",6,14.761
"4293","E01004530",7,13.367
"4294","E01004531",5,21.376
"4295","E01004532",7,13.552
"4296","E01004533",4,23.764
"4297","E01004534",7,11.438
"4298","E01004535",2,44.393
"4299","E01004536",4,23.669
"4300","E01004537",3,29.192
"4301","E01004538",5,18.396
"4302","E01004539",3,29.542
"4303","E01004540",5,20.761
"4304","E01004541",2,36.316
"4305","E01004542",9,5.692
"4306","E01004543",9,6.728
"4307","E01004544",9,6.655
"4308","E01004545",9,8.24
"4309","E01004546",9,5.937
"4310","E01004547",6,14.15
"4311","E01004548",6,14.533
"4312","E01004549",6,14.842
"4313","E01004550",7,13.936
"4314","E01004551",6,17.292
"4315","E01004552",7,11.554
"4316","E01004553",8,8.456
"4317","E01004554",8,9.135
"4318","E01004555",9,7.511
"4319","E01004556",9,6.78
"4320","E01004557",9,7.472
"4321","E01004558",9,6.765
"4322","E01004559",9,6.002
"4323","E01004560",6,14.872
"4324","E01004563",3,27.908
"4325","E01004564",5,18.66
"4326","E01004565",5,20.453
"4327","E01004566",7,12.232
"4328","E01004567",3,30.054
"4329","E01004568",3,27.409
"4330","E01004569",2,34.257
"4331","E01004570",2,36.76
"4332","E01004571",3,31.288
"4333","E01004572",5,19.773
"4334","E01004573",4,25.827
"4335","E01004574",2,36.902
"4336","E01004575",3,26.658
"4337","E01004576",3,29.261
"4338","E01004577",8,10.901
"4339","E01004579",7,13.258
"4340","E01004580",6,14.546
"4341","E01004581",7,12.557
"4342","E01004582",9,6.116
"4343","E01004583",7,12.363
"4344","E01004584",3,29.272
"4345","E01004585",7,11.74
"4346","E01004586",8,9.26
"4347","E01004587",8,9.009
"4348","E01004588",7,13.135
"4349","E01004589",8,8.761
"4350","E01004590",4,24.48
"4351","E01004591",5,20.608
"4352","E01004592",3,31.045
"4353","E01004593",9,8.24
"4354","E01004594",10,4.893
"4355","E01004595",9,6.833
"4356","E01004596",10,5.207
"4357","E01004597",8,8.847
"4358","E01004598",10,4.663
"4359","E01004599",10,2.949
"4360","E01004601",6,14.782
"4361","E01004602",9,8.216
"4362","E01004604",9,8.136
"4363","E01004605",7,12.965
"4364","E01004606",9,7.86
"4365","E01004607",9,7.66
"4366","E01004608",7,13.634
"4367","E01004609",7,11.731
"4368","E01004610",8,10.851
"4369","E01004611",6,14.486
"4370","E01004612",5,21.288
"4371","E01004613",3,28.828
"4372","E01004614",6,16.005
"4373","E01004615",2,39.361
"4374","E01004616",5,17.933
"4375","E01004617",5,18.037
"4376","E01004618",9,7.71
"4377","E01004619",9,7.839
"4378","E01004620",8,9.802
"4379","E01004621",8,10.925
"4380","E01004622",4,22.984
"4381","E01004623",9,7.427
"4382","E01004624",7,12.563
"4383","E01004625",10,3.367
"4384","E01004626",7,11.275
"4385","E01004627",8,10.121
"4386","E01004628",5,20.974
"4387","E01004629",9,7.275
"4388","E01004630",3,32.654
"4389","E01004631",5,20.492
"4390","E01004632",8,10.191
"4391","E01004633",3,33.403
"4392","E01004634",6,15.058
"4393","E01004635",6,14.336
"4394","E01004636",6,16.768
"4395","E01004637",6,16.992
"4396","E01004638",9,6.65
"4397","E01004639",8,10.31
"4398","E01004640",9,6.517
"4399","E01004641",6,15.985
"4400","E01004642",6,15.282
"4401","E01004643",5,21.233
"4402","E01004644",7,14.031
"4403","E01004645",3,28.001
"4404","E01004646",7,13.972
"4405","E01004647",5,19.357
"4406","E01004648",7,11.576
"4407","E01004649",9,7.274
"4408","E01004650",9,7.595
"4409","E01004651",8,9.053
"4410","E01004652",5,19.287
"4411","E01004653",8,10.645
"4412","E01004654",7,13.114
"4413","E01004656",4,24.544
"4414","E01004657",7,13.845
"4415","E01004658",5,20.74
"4416","E01004659",6,14.273
"4417","E01004660",8,10.759
"4418","E01004661",5,18.096
"4419","E01004662",6,15.584
"4420","E01004663",5,19.017
"4421","E01004665",1,49.345
"4422","E01004668",3,28.874
"4423","E01004669",2,36.203
"4424","E01004670",1,50.968
"4425","E01004674",2,38.818
"4426","E01004675",2,41.101
"4427","E01004676",4,26.072
"4428","E01004677",3,29.254
"4429","E01004678",3,29.194
"4430","E01004679",2,43.313
"4431","E01004680",7,12.435
"4432","E01004681",7,12.138
"4433","E01004682",4,23.943
"4434","E01004683",8,11.057
"4435","E01004684",4,24.2
"4436","E01004686",2,34.443
"4437","E01004687",8,8.421
"4438","E01004690",8,10.182
"4439","E01004691",8,9.639
"4440","E01004692",8,9.396
"4441","E01004693",7,12.974
"4442","E01004694",6,16.062
"4443","E01004695",4,22.094
"4444","E01004696",2,38.102
"4445","E01004697",6,16.58
"4446","E01004698",4,26.054
"4447","E01004699",5,17.805
"4448","E01004700",6,17.317
"4449","E01004701",7,11.15
"4450","E01004702",1,45.693
"4451","E01004703",7,11.712
"4452","E01004705",8,8.834
"4453","E01004706",9,8.377
"4454","E01004707",9,7.335
"4455","E01004708",4,23.899
"4456","E01004709",4,24.06
"4457","E01004710",3,30.467
"4458","E01004711",3,32.002
"4459","E01004712",7,12.695
"4460","E01004713",9,7.879
"4461","E01004714",8,8.79
"4462","E01004715",5,17.606
"4463","E01004716",9,6.956
"4464","E01004717",7,11.248
"4465","E01004718",3,32.605
"4466","E01004719",2,34.102
"4467","E01004720",3,30.361
"4468","E01004721",1,47.124
"4469","E01004722",2,38.689
"4470","E01004723",2,35.995
"4471","E01004724",7,11.907
"4472","E01004725",3,26.641
"4473","E01004726",8,10.293
"4474","E01004727",8,9.692
"4475","E01004728",6,15.846
"4476","E01004729",3,32.072
"4477","E01004730",9,8.314
"4478","E01004731",9,7.304
"4479","E01004732",1,56.921
"4480","E01004733",7,13.222
"4481","E01004734",3,28.233
"4482","E01004735",4,21.893
"4483","E01004736",8,10.324
"4484","E01004737",4,25.154
"4485","E01004740",2,39.408
"4486","E01004741",3,28.035
"4487","E01004742",5,17.744
"4488","E01004743",4,21.738
"4489","E01004744",3,28.114
"4490","E01004746",2,36.732
"4491","E01004747",4,22.34
"4492","E01004748",6,14.149
"4493","E01004749",5,20.403
"4494","E01004750",4,25.389
"4495","E01004751",6,15.363
"4496","E01004752",2,34.116
"4497","E01004753",5,19.73
"4498","E01004754",2,42.969
"4499","E01004755",3,28.828
"4500","E01004756",3,32.913
"4501","E01004757",1,45.161
"4502","E01004760",4,22.361
"4503","E01004761",7,13.48
"4504","E01004762",6,15.016
"4505","E01004763",4,23.754
"4506","E01004765",5,18.322
"4507","E01004766",3,33.083
"4508","E01004767",4,21.929
"4509","E01004768",10,5.081
"4510","E01004769",9,8.287
"4511","E01004770",8,10.49
"4512","E01004771",9,6.801
"4513","E01004772",2,36.251
"4514","E01004773",6,14.394
"4515","E01004774",3,31.549
"4516","E01004775",9,7.13
"4517","E01004776",4,22.543
"4518","E01004777",3,27.67
"4519","E01004778",8,11.08
"4520","E01004779",5,20.736
"4521","E01004780",8,10.697
"4522","E01004781",7,11.373
"4523","E01004782",5,20.175
"4524","E01004783",7,12.547
"4525","E01004784",10,4.482
"4526","E01004785",4,24.456
"4527","E01004786",7,11.157
"4528","E01004787",1,69.772
"4529","E01004788",10,3.603
"4530","E01004789",9,6.143
"4531","E01004790",6,14.862
"4532","E01004791",8,10.667
"4533","E01004792",10,4.834
"4534","E01004793",1,56.592
"4535","E01004794",1,63.549
"4536","E01004795",2,43.499
"4537","E01004796",3,27.296
"4538","E01004797",1,47.036
"4539","E01004798",2,38.347
"4540","E01004799",8,11.056
"4541","E01004800",7,12.373
"4542","E01004801",1,68.471
"4543","E01004802",1,54.783
"4544","E01004803",9,5.689
"4545","E01004804",10,3.823
"4546","E01004805",10,5.068
"4547","E01004806",8,8.506
"4548","E01004807",9,6.294
"4549","E01004808",10,3.491
"4550","E01004809",4,22.434
"4551","E01004810",9,6.305
"4552","E01004811",1,62.017
"4553","E01004812",1,45.542
"4554","E01004813",2,42.872
"4555","E01004814",2,41.433
"4556","E01004815",2,37.096
"4557","E01004816",4,26.152
"4558","E01004817",2,38.462
"4559","E01004818",1,54.313
"4560","E01004819",3,30.819
"4561","E01004820",1,63.291
"4562","E01004822",1,52.107
"4563","E01004823",1,71.719
"4564","E01004824",2,39.174
"4565","E01004825",1,45.066
"4566","E01004826",1,56.593
"4567","E01004827",1,54.036
"4568","E01004828",1,48.717
"4569","E01004829",1,51.875
"4570","E01004830",1,50.492
"4571","E01004831",4,24.844
"4572","E01004832",2,33.595
"4573","E01004833",6,17.374
"4574","E01004834",2,38.769
"4575","E01004835",7,12.993
"4576","E01004836",6,16.248
"4577","E01004837",9,5.932
"4578","E01004838",1,51.869
