"LSOA11CD","IMD_2019_decile","IMD_2019_score"
"E01020620",4,25.764
"E01020532",9,7.248
"E01020721",9,6.935
"E01019325",5,17.78
"E01020560",10,5.875
"E01021547",8,9.012
"E01021543",10,5.279
"E01021955",4,25.909
"E01021933",8,9.063
"E01021807",7,13.245
"E01022037",3,28.265
"E01021825",9,7.357
"E01020027",8,10.046
"E01019998",9,6.401
"E01019482",6,16.042
"E01019374",8,10.85
"E01019950",5,18.202
"E01019892",6,14.901
"E01020808",3,28.764
"E01020794",6,16.266
"E01019345",8,9.703
"E01019092",8,11.09
"E01020675",2,36.47
"E01019355",9,7.041
"E01019319",6,14.829
"E01019164",1,63.263
"E01019055",2,40.198
"E01000925",3,29.369
"E01021524",8,11.048
"E01021556",7,12.56
"E01000930",3,30.755
"E01021588",3,27.543
"E01001015",4,24.292
"E01021511",7,12.483
"E01021778",5,18.027
"E01008859",1,46.743
"E01008854",1,49.744
"E01008645",2,38.81
"E01008643",5,20.112
"E01008990",9,8.186
"E01021579",9,5.979
"E01009042",5,18.483
"E01021897",8,9.811
"E01021860",3,29.573
"E01021183",2,35.084
"E01021142",7,12.253
"E01021214",8,10.627
"E01021184",7,13.018
"E01020926",6,17.231
"E01020910",2,41.104
"E01000560",5,19.077
"E01000886",8,9.126
"E01000993",7,12.212
"E01000605",1,45.54
"E01001026",7,12.713
"E01001018",9,6.431
"E01000874",10,4.907
"E01033107",9,6.747
"E01033068",7,13.541
"E01033611",9,8.108
"E01033477",1,75.941
"E01014516",1,60.304
"E01014475",8,9.569
"E01014262",2,43.418
"E01014239",5,21.369
"E01033435",6,17.323
"E01032967",7,11.313
"E01014172",9,5.997
"E01033455",2,42.066
"E01033231",1,57.009
"E01033202",5,19.564
"E01032929",6,16.167
"E01014355",2,34.489
"E01014151",2,35.59
"E01014210",1,50.079
"E01014367",1,59.506
"E01025784",8,9.442
"E01025877",9,7.092
"E01014150",7,13.388
"E01025965",5,21.328
"E01014317",1,59.468
"E01014283",3,29.416
"E01013765",3,31.465
"E01013756",5,19.463
"E01013976",3,32.87
"E01014237",1,53.811
"E01014049",5,17.871
"E01031643",6,14.677
"E01031636",6,17.634
"E01013694",2,37.238
"E01013674",1,58.904
"E01030756",10,5.427
"E01030753",10,4.583
"E01031849",6,14.565
"E01031825",7,12.85
"E01013636",7,12.91
"E01013830",3,29.571
"E01013873",3,29.346
"E01013659",3,29.249
"E01013909",1,54.102
"E01013905",2,41.174
"E01013800",9,7.024
"E01031302",9,8.228
"E01033359",2,43.035
"E01031777",7,14.172
"E01031347",3,28.594
"E01033637",1,58.484
"E01014182",10,2.987
"E01033285",4,23.604
"E01033646",1,64.138
"E01031122",10,5.45
"E01031105",4,21.799
"E01031661",7,13.897
"E01031645",10,2.399
"E01031517",9,6.943
"E01031817",6,15.969
"E01031561",9,8.612
"E01014957",8,9.909
"E01015031",4,23.073
"E01015004",6,16.248
"E01014851",9,7.584
"E01014846",6,15.341
"E01014950",7,14.018
"E01014856",7,12.435
"E01015176",2,37.826
"E01015265",4,25.184
"E01015100",7,14.059
"E01015058",1,44.549
"E01015167",3,28.569
"E01015048",1,46.023
"E01015131",10,4.32
"E01026097",2,42.327
"E01026029",7,13.131
"E01026089",7,13.329
"E01026287",5,18.431
"E01026128",6,16.677
"E01026411",6,14.853
"E01026013",7,11.735
"E01026146",4,24.583
"E01026041",3,29.577
"E01026385",4,22.059
"E01026443",5,20.035
"E01026423",5,18.383
"E01026229",9,8.329
"E01025635",7,11.804
"E01026221",5,19.415
"E01026263",9,7.417
"E01025471",2,37.213
"E01025944",10,5.792
"E01025585",6,15.58
"E01025745",7,11.687
"E01013565",2,35.001
"E01018945",4,22.09
"E01025417",7,12.465
"E01025489",8,10.113
"E01018825",4,24.953
"E01025781",9,7.257
"E01025976",4,24.661
"E01025796",6,14.659
"E01025714",10,2.533
"E01025438",10,5.232
"E01025799",10,2.229
"E01018865",2,37.926
"E01018742",7,13.393
"E01018682",6,17.123
"E01018798",6,16.978
"E01018745",1,44.006
"E01015220",6,16.516
"E01013529",6,14.391
"E01018654",6,17.64
"E01019024",4,24.783
"E01026509",9,8.282
"E01013495",6,16.715
"E01013584",1,51.212
"E01019034",2,39.997
"E01018850",4,22.586
"E01018913",4,24.076
"E01008782",9,8.103
"E01008764",4,26.459
"E01008086",1,50.884
"E01008053",2,43.696
"E01008686",5,21.29
"E01008631",3,27.907
"E01008436",1,52.475
"E01008427",1,79.298
"E01024749",5,21.134
"E01008752",2,37.205
"E01025186",1,45.343
"E01024784",7,11.594
"E01008836",1,70.5
"E01008829",1,58.23
"E01008738",1,61.385
"E01022751",9,6.138
"E01032227",9,6.444
"E01032304",1,48.801
"E01022766",9,7.006
"E01031918",8,8.626
"E01032071",8,10.562
"E01032225",1,48.284
"E01031947",5,20.346
"E01008536",3,30.855
"E01008448",9,7.735
"E01008820",2,38.737
"E01008791",2,38.563
"E01032135",10,2.136
"E01032325",10,5.568
"E01032183",9,7.92
"E01009599",3,31.203
"E01009568",3,33.154
"E01009866",4,22.589
"E01009844",1,53.922
"E01009972",6,15.982
"E01009876",3,27.839
"E01009723",10,5.036
"E01009706",9,8.357
"E01009745",5,19.342
"E01010150",10,1.363
"E01023190",8,8.746
"E01009795",2,33.563
"E01009005",3,31.464
"E01008995",1,55.428
"E01010116",9,7.971
"E01025131",7,13.383
"E01024747",4,25.193
"E01008554",4,23.486
"E01025175",8,9.14
"E01024949",8,8.926
"E01025221",3,27.735
"E01024728",5,18.748
"E01024998",4,23.633
"E01025089",7,13.103
"E01025027",6,15.131
"E01009634",5,18.781
"E01009613",7,14.22
"E01025225",3,26.888
"E01008596",1,56.529
"E01025267",3,32.201
"E01032924",7,12.713
"E01032905",5,19.265
"E01032669",7,12.854
"E01032664",8,10.268
"E01032722",2,36.878
"E01032715",4,23.66
"E01032037",6,16.883
"E01032035",9,5.909
"E01019644",2,38.855
"E01023004",9,8.478
"E01019738",6,15.333
"E01019816",6,16.851
"E01019676",5,17.954
"E01023006",2,38.034
"E01023041",9,7.094
"E01013831",5,18.146
"E01013964",4,24.608
"E01032509",1,59.309
"E01013836",2,38.035
"E01031385",5,19.671
"E01013878",1,51.436
"E01013913",5,19.72
"E01031441",4,26.141
"E01032652",6,16.503
"E01032622",8,10.595
"E01032403",7,13.985
"E01032365",3,27.285
"E01032836",5,20.69
"E01032523",5,18.98
"E01032883",5,20.706
"E01033197",5,19.783
"E01033111",2,39.798
"E01023111",9,6.619
"E01023093",10,0.948
"E01033681",7,13.463
"E01033656",4,21.699
"E01023047",10,4.487
"E01022954",10,5.908
"E01032253",7,11.988
"E01032013",4,22.453
"E01032070",5,19.824
"E01032263",6,15.716
"E01022894",9,8.123
"E01022860",10,5.406
"E01031966",10,5.709
"E01019867",8,9.693
"E01032579",2,36.046
"E01019952",9,8.09
"E01023027",5,19.457
"E01032537",4,22.628
"E01019620",6,15.977
"E01032528",3,31.768
"E01019938",5,18.537
"E01023069",8,10.252
"E01023063",5,19.362
"E01022783",9,6.894
"E01022772",10,4.417
"E01033703",2,34.171
"E01019844",4,24.391
"E01033762",5,19.512
"E01001157",5,18.181
"E01001173",5,19.768
"E01002383",9,8.309
"E01001150",5,20.545
"E01000078",2,35.033
"E01000409",9,5.938
"E01001194",5,18.25
"E01000365",6,14.39
"E01010733",1,63.238
"E01000908",3,27.211
"E01001255",7,13.456
"E01000841",10,4.549
"E01002361",5,19.361
"E01002372",8,10.822
"E01000915",4,23.058
"E01002331",6,15.434
"E01000272",10,4.839
"E01000386",2,41.618
"E01026927",10,3.39
"E01026790",5,21.184
"E01001973",5,18.289
"E01001976",2,37.877
"E01000324",7,13.755
"E01000256",8,10.628
"E01000237",8,9.545
"E01000083",2,34.377
"E01000359",9,6.167
"E01000075",2,36.999
"E01026859",4,24.753
"E01000281",8,10.933
"E01000069",6,16.375
"E01018703",8,8.948
"E01018720",4,25.263
"E01018717",5,20.742
"E01018647",4,23.501
"E01026980",8,10.273
"E01027001",10,3.967
"E01026932",8,10.556
"E01026979",8,10
"E01026388",7,13.343
"E01026714",9,8.154
"E01023285",5,20.24
"E01023332",5,20.084
"E01026660",4,23.96
"E01026743",4,24.505
"E01018711",7,12.053
"E01026787",4,21.6
"E01026857",9,8.208
"E01001774",3,28.204
"E01026780",4,26.041
"E01001218",2,36.313
"E01001238",4,24.534
"E01026910",7,12.525
"E01001206",2,42.319
"E01002309",4,22.808
"E01002330",5,18.943
"E01002124",6,14.394
"E01002151",2,34.105
"E01001711",3,27.849
"E01001731",3,31.157
"E01001694",4,23.21
"E01001414",2,42.821
"E01001080",1,49.591
"E01000684",10,3.543
"E01001455",8,11.174
"E01001229",3,30.226
"E01001477",2,34.984
"E01001078",2,36.004
"E01001236",6,16.278
"E01001375",10,5.53
"E01001321",4,26.07
"E01000654",9,7.92
"E01000642",3,27.298
"E01019008",3,29.37
"E01000851",6,14.959
"E01000534",5,19.424
"E01011369",2,38.709
"E01011363",1,73.67
"E01018661",8,11.189
"E01018638",4,25.428
"E01011240",3,29.866
"E01011169",8,9.393
"E01010789",3,32.376
"E01010772",10,4.514
"E01026699",1,57.757
"E01011315",2,34.615
"E01001473",6,15.973
"E01026721",3,31.954
"E01026633",2,38.499
"E01026632",3,30.944
"E01011248",5,19.726
"E01000092",2,33.768
"E01001785",3,30.74
"E01000145",6,14.626
"E01000244",6,15.649
"E01001965",8,11.266
"E01001158",5,20.443
"E01001786",2,37.939
"E01001829",6,16.477
"E01001593",7,11.428
"E01001621",3,31.869
"E01002013",7,12.132
"E01002113",6,15.928
"E01001686",5,20.534
"E01000192",6,15.472
"E01001659",5,20.724
"E01026309",6,17.472
"E01026300",10,4.04
"E01026604",1,59.54
"E01026596",2,34.899
"E01026613",6,17.094
"E01026612",6,16.703
"E01026496",6,17.073
"E01026477",2,41.1
"E01026525",5,17.755
"E01001075",7,11.58
"E01001122",8,9.529
"E01026576",9,7.09
"E01001223",7,11.671
"E01001195",7,13.986
"E01001051",2,39.057
"E01020445",6,16.016
"E01020325",4,22.574
"E01006748",2,33.541
"E01006881",1,59.045
"E01033688",1,70.428
"E01006939",6,15.042
"E01020397",5,18.377
"E01020458",8,8.911
"E01021744",8,8.766
"E01021851",3,31.918
"E01021537",8,10.437
"E01021970",1,66.742
"E01006830",1,53.884
"E01020417",10,5.853
"E01021971",6,14.908
"E01020616",3,32.307
"E01020012",4,26.343
"E01019992",5,20.899
"E01020490",5,18.83
"E01020035",9,8.382
"E01020358",10,4.137
"E01019880",10,3.394
"E01019991",3,28.376
"E01006973",7,14.093
"E01006776",1,47.104
"E01033630",2,35.182
"E01033706",3,32.488
"E01006977",2,40.377
"E01020557",9,7.571
"E01006927",6,15.515
"E01021593",9,7.706
"E01021676",6,14.395
"E01021604",8,9.847
"E01021436",9,8.015
"E01019798",6,17.388
"E01019930",9,8.611
"E01019888",6,16.173
"E01020171",9,7.078
"E01022996",5,20.911
"E01020096",3,28.647
"E01022871",8,10.244
"E01022926",9,8.303
"E01020079",3,32.033
"E01020122",5,19.245
"E01021596",3,29.975
"E01020891",4,23.837
"E01020996",3,29.168
"E01021846",3,32.173
"E01021014",2,37.356
"E01021887",8,10.992
"E01021433",8,10.061
"E01021042",9,7.294
"E01021497",5,19.792
"E01020164",7,12.158
"E01020260",9,8.433
"E01020241",6,15.519
"E01020094",1,49.245
"E01021009",7,14.122
"E01021704",4,24.695
"E01021836",3,28.354
"E01021196",8,11.273
"E01018611",3,29.3
"E01019716",7,11.37
"E01019774",6,14.27
"E01018622",4,26.181
"E01026687",1,55.795
"E01021045",4,24.515
"E01021249",10,2.65
"E01019744",5,19.617
"E01019320",6,17.478
"E01019017",9,6.124
"E01019350",7,13.778
"E01019753",8,8.876
"E01019513",7,13.69
"E01019404",3,28.614
"E01021377",8,10.705
"E01018692",9,6.046
"E01021154",6,17.119
"E01021287",4,23.897
"E01018698",10,5.662
"E01026371",9,6.682
"E01015700",5,20.395
"E01018645",2,39.556
"E01020948",8,10.777
"E01021293",4,24.808
"E01026746",7,11.379
"E01018640",1,45.321
"E01020995",1,52.177
"E01021349",9,8.364
"E01020757",1,65.979
"E01026399",6,14.609
"E01026452",6,14.865
"E01026410",5,18.788
"E01019463",1,44.899
"E01019443",8,10.126
"E01019491",4,22.309
"E01019474",8,9.281
"E01019331",8,11.29
"E01020389",5,19.543
"E01020738",3,31.381
"E01020643",3,27.844
"E01020309",4,25.485
"E01020642",6,16.953
"E01020751",2,34.438
"E01020505",8,9.355
"E01019003",6,15.183
"E01019497",3,33.238
"E01026637",6,14.667
"E01019653",10,3.616
"E01018750",6,15.676
"E01018929",4,23.696
"E01019705",8,10.647
"E01019005",4,22.972
"E01023284",6,16.43
"E01023323",3,32.402
"E01023321",8,9.07
"E01026585",5,18.601
"E01026406",9,8.319
"E01026512",5,17.88
"E01026617",3,32.346
"E01019549",2,40.574
"E01019775",3,31.279
"E01019339",5,18.254
"E01019555",4,23.83
"E01020133",8,8.986
"E01021044",3,29.706
"E01019772",9,6.731
"E01020151",9,6.19
"E01020879",7,13.26
"E01020878",2,40.479
"E01020772",5,21.069
"E01020672",2,40.022
"E01019742",4,22.975
"E01019348",10,4.537
"E01019745",4,24.574
"E01020940",10,3.82
"E01020880",1,52.883
"E01020787",3,29.882
"E01020779",9,8.094
"E01019902",6,15.867
"E01019854",8,10.056
"E01021247",10,4.345
"E01021152",5,19.317
"E01020092",9,7.669
"E01020209",7,14.137
"E01021043",7,12.345
"E01020123",4,22.126
"E01021147",8,10.224
"E01021120",5,18.761
"E01020162",9,6.504
"E01001177",3,31.6
"E01000792",5,18.856
"E01001357",2,41.995
"E01001247",5,21.278
"E01000787",4,22.391
"E01000417",5,19.563
"E01000455",9,8.188
"E01000850",6,14.252
"E01000818",7,13.454
"E01001240",5,20.451
"E01001036",7,11.983
"E01001311",3,28.942
"E01000804",9,8.331
"E01001234",4,22.923
"E01000927",6,14.937
"E01000765",9,7.214
"E01000690",9,7.176
"E01000735",3,30.057
"E01000826",10,4.317
"E01019670",10,5.58
"E01019595",9,7.373
"E01020830",6,16.278
"E01020825",3,28.824
"E01000413",8,10.974
"E01001098",9,7.535
"E01000613",4,25.258
"E01000465",3,28.674
"E01001110",2,43.021
"E01001049",7,12.324
"E01000746",6,17.48
"E01009606",4,25.029
"E01009222",1,52.312
"E01019029",1,46.841
"E01009627",2,34.476
"E01009363",1,63.826
"E01009710",6,17.016
"E01009192",1,47.546
"E01009449",4,23.843
"E01009572",1,44.338
"E01009505",1,44.598
"E01018985",6,14.625
"E01018965",4,23.926
"E01018756",5,21.294
"E01019038",4,24.686
"E01018805",8,9.345
"E01019144",5,18.585
"E01019131",6,17.336
"E01010535",2,37.892
"E01010501",3,27.992
"E01019087",10,4.007
"E01019039",6,16.335
"E01018937",3,29.111
"E01018819",7,13.132
"E01010499",5,20.95
"E01019113",1,63.64
"E01009668",8,9.169
"E01010500",2,40.724
"E01010434",3,27.242
"E01010275",1,49.457
"E01019091",7,12.783
"E01019971",6,16.279
"E01020139",2,35.557
"E01020207",5,18.384
"E01019975",3,30.51
"E01020299",6,17.523
"E01019440",5,19.34
"E01020117",5,18.591
"E01020498",7,13.528
"E01019806",8,8.948
"E01019793",10,4.475
"E01020159",6,16.627
"E01020145",7,13.005
"E01019916",4,23.62
"E01020246",6,16.227
"E01019919",4,22.247
"E01019845",8,8.788
"E01019835",9,8.555
"E01020029",7,14.135
"E01020014",2,35.637
"E01020080",7,11.864
"E01020049",5,19.61
"E01019989",9,8.203
"E01019986",10,5.257
"E01019994",5,18.154
"E01019328",9,8.303
"E01019358",9,7.138
"E01020013",5,19.969
"E01019539",7,13.863
"E01019532",5,20.74
"E01019292",5,21.227
"E01000839",10,4.317
"E01000780",4,22.669
"E01001082",3,33.023
"E01000744",2,41.713
"E01001002",4,22.163
"E01002128",5,17.805
"E01000743",2,34.812
"E01002062",6,15.762
"E01002204",7,13.986
"E01002137",10,4.693
"E01002159",7,12.955
"E01002313",4,25.67
"E01000779",6,15.109
"E01001204",7,13.681
"E01001112",3,30.378
"E01000442",7,13.895
"E01000510",3,30.111
"E01000891",2,38.283
"E01000812",8,10.196
"E01028056",3,27.131
"E01000643",1,51.118
"E01000477",4,23.491
"E01000399",8,9.101
"E01001197",4,22.602
"E01001047",4,22.051
"E01002044",4,23.921
"E01000955",3,33.231
"E01000873",9,8.615
"E01000456",9,6.115
"E01000936",5,21.454
"E01026431",5,18.22
"E01018858",7,13.942
"E01026231",9,6.207
"E01026442",5,21.122
"E01026682",6,17.112
"E01018715",3,30.269
"E01018853",6,16.879
"E01026683",3,27.336
"E01026422",9,7.536
"E01026325",3,26.801
"E01011488",3,31.393
"E01011474",1,64.785
"E01018741",5,19.013
"E01026262",8,9.495
"E01018768",5,17.747
"E01002036",1,55.03
"E01002004",5,18.37
"E01002010",5,20.128
"E01002117",6,16.338
"E01001651",2,43.603
"E01001601",8,10.965
"E01001615",5,20.234
"E01002172",7,12.818
"E01018912",6,15.836
"E01002264",3,32.066
"E01018670",7,12.352
"E01018924",4,23.302
"E01002323",7,11.889
"E01002219",5,20.375
"E01002017",4,23.523
"E01002388",10,2.326
"E01000033",2,37.978
"E01001063",9,6.864
"E01006520",2,43.117
"E01026887",6,16.617
"E01026779",3,28.819
"E01006512",5,19.654
"E01002366",8,11.057
"E01000676",5,20.773
"E01000470",2,38.345
"E01000528",1,46.028
"E01001216",4,22.184
"E01001408",6,16.678
"E01001320",2,41.628
"E01001104",10,5.761
"E01001302",7,11.697
"E01001373",4,26.285
"E01006424",6,14.604
"E01006357",1,69.187
"E01001352",6,15.249
"E01001102",9,7.129
"E01001396",5,19.048
"E01001263",2,34.487
"E01006398",2,34.887
"E01001048",3,28.921
"E01002341",8,10.788
"E01001000",3,28.215
"E01006373",9,7.404
"E01006529",5,18.586
"E01000967",8,9.325
"E01001802",2,33.522
"E01001510",1,47.177
"E01001519",7,13.242
"E01001914",5,19.977
"E01001411",7,13.411
"E01000501",2,35.651
"E01001636",4,25.682
"E01001582",4,23.276
"E01000566",6,14.793
"E01000885",9,7.027
"E01028128",10,3.709
"E01028043",6,15.825
"E01000552",2,43.404
"E01001811",1,48.58
"E01000795",6,14.293
"E01001423",3,31.815
"E01001346",7,12
"E01001366",3,28.541
"E01000931",2,34.552
"E01000943",5,19.812
"E01000872",4,24.312
"E01000929",4,25.374
"E01001045",2,35.775
"E01000481",3,27.74
"E01001698",3,29.548
"E01001708",5,20.619
"E01000524",1,44.228
"E01001713",2,37.076
"E01001676",3,28.338
"E01001824",2,33.87
"E01028124",7,11.358
"E01028078",6,16.858
"E01028101",2,36.69
"E01028164",5,17.912
"E01002659",6,14.745
"E01003116",5,20.465
"E01028151",10,5.2
"E01002749",4,22.829
"E01027974",1,66.426
"E01027874",1,67.147
"E01027903",9,7.075
"E01028023",7,13.046
"E01028032",8,10.253
"E01027606",10,4.069
"E01028016",5,20.043
"E01028110",2,42.504
"E01003210",4,22.25
"E01003038",6,14.932
"E01028003",6,15.637
"E01003029",5,19.197
"E01005132",1,67.227
"E01004949",10,4.285
"E01002937",10,5.062
"E01003168",2,40.412
"E01002758",1,44.134
"E01002724",6,14.573
"E01002735",2,33.51
"E01002873",5,19.842
"E01003030",6,16.656
"E01002900",9,8.274
"E01002859",8,10.18
"E01003466",10,4.599
"E01003602",4,26.11
"E01003616",3,29.41
"E01003559",5,20.714
"E01010720",1,54.436
"E01005966",2,33.606
"E01006021",5,20.04
"E01005838",4,22.954
"E01003405",4,25.671
"E01003550",3,26.959
"E01003357",3,27.022
"E01003256",3,30.358
"E01002775",4,22.198
"E01003516",2,39.917
"E01003458",9,6.013
"E01010713",1,57.386
"E01006379",7,12.904
"E01006409",8,10.686
"E01010817",1,45.04
"E01027862",3,28.065
"E01028136",10,3.086
"E01010775",7,13.533
"E01027905",4,24.871
"E01005850",4,23.356
"E01006203",10,4.458
"E01006337",5,21.472
"E01006161",8,9.123
"E01006374",9,7.028
"E01003365",9,6.803
"E01010676",1,50.758
"E01002428",7,12.152
"E01006184",4,25.119
"E01011147",5,20.187
"E01002501",5,21.242
"E01002513",7,12.172
"E01002453",8,11.258
"E01002456",5,19.196
"E01002598",4,25.724
"E01002564",2,34.25
"E01011051",7,11.348
"E01011088",10,4.711
"E01010905",7,11.794
"E01011126",2,43.434
"E01011045",1,51.672
"E01011189",9,6.682
"E01004861",1,57.311
"E01004717",7,12.041
"E01004477",10,5.093
"E01004691",8,10.967
"E01004929",2,36.343
"E01004892",7,12.298
"E01011138",1,60.097
"E01004776",4,22.479
"E01004412",5,18.448
"E01004908",5,19.758
"E01002572",3,30.321
"E01004555",10,4.844
"E01004708",4,22.865
"E01004614",6,17.52
"E01004545",8,10.551
"E01005335",8,10.233
"E01005495",3,27.475
"E01005280",2,41.149
"E01004679",3,32.133
"E01005474",3,28.267
"E01003731",4,26.421
"E01005456",1,62.369
"E01005287",1,56.472
"E01005256",1,57.118
"E01005158",3,33.122
"E01005465",3,29.03
"E01005126",4,24.248
"E01005233",2,42.049
"E01005355",3,26.78
"E01005025",4,24.881
"E01005226",1,44.843
"E01003913",5,19.198
"E01003927",6,16.421
"E01003806",9,8.022
"E01003892",10,3.779
"E01003991",2,39.26
"E01004021",6,14.812
"E01003940",2,33.392
"E01003709",8,9.673
"E01003785",4,25.704
"E01003630",3,29.832
"E01003948",6,17.282
"E01003680",9,7.709
"E01003756",6,16.868
"E01003744",9,8.383
"E01027230",2,39.659
"E01026975",2,35.418
"E01027348",8,9.394
"E01026875",9,7.163
"E01027298",10,4.001
"E01027284",9,7.348
"E01026852",9,5.987
"E01027197",3,32.882
"E01004283",3,29.565
"E01004235",3,32.56
"E01004261",4,25.849
"E01004360",7,13.149
"E01026881",7,12.512
"E01026820",2,37.702
"E01004340",2,43.177
"E01003732",2,33.926
"E01003916",4,24.749
"E01003692",6,14.631
"E01004109",6,14.737
"E01003868",10,5.583
"E01004024",3,31.179
"E01003808",9,5.994
"E01003700",5,18.062
"E01027351",2,41.379
"E01027310",1,49.973
"E01004146",7,12.483
"E01027296",8,10.44
"E01027349",2,39.051
"E01003734",4,22.036
"E01027285",8,10.425
"E01013157",9,6.172
"E01013331",1,46
"E01013385",3,28.648
"E01013290",6,15.076
"E01027664",8,11.066
"E01013517",3,27.184
"E01013536",1,56.256
"E01013462",9,7.438
"E01027948",5,19.842
"E01013275",10,5.744
"E01027887",9,6.596
"E01027741",6,14.669
"E01013550",2,42.74
"E01013183",4,24.192
"E01013150",7,11.358
"E01004133",9,6.482
"E01004054",9,8.354
"E01004090",2,34.411
"E01004190",10,4.657
"E01004205",2,37.904
"E01003750",7,12.172
"E01004163",6,14.594
"E01004275",7,13.794
"E01013474",3,30.033
"E01013596",9,6.43
"E01013604",2,43.337
"E01013541",6,16.601
"E01004042",1,45.391
"E01004308",3,28.761
"E01004098",9,5.989
"E01003089",3,31.444
"E01003051",2,36.268
"E01014114",7,13.773
"E01026793",1,48.48
"E01003350",2,33.849
"E01003142",5,18.167
"E01003477",9,8.595
"E01003080",5,18.517
"E01014103",8,8.624
"E01013320",4,24.098
"E01014073",3,28.12
"E01014175",6,17.375
"E01026805",2,36.469
"E01014177",9,6.339
"E01014170",9,7.211
"E01003497",2,33.279
"E01003323",2,34.133
"E01003442",10,5.222
"E01003367",6,14.43
"E01003266",2,39.337
"E01003445",8,9.449
"E01003217",5,20.989
"E01003585",3,27.968
"E01003390",2,33.578
"E01003362",9,8.165
"E01003053",4,23.236
"E01003341",5,20.72
"E01003384",9,8.033
"E01003518",4,22.636
"E01014059",5,19.497
"E01028451",6,17.172
"E01028015",7,13.803
"E01028020",3,27.344
"E01027991",4,26.056
"E01028000",7,11.837
"E01028112",2,41.017
"E01028296",4,25.681
"E01028038",4,24.768
"E01003971",1,50.411
"E01004129",2,34.12
"E01003930",3,28.921
"E01003205",2,36.269
"E01003952",6,15.594
"E01004110",8,9.204
"E01004062",3,29.363
"E01013671",5,19.402
"E01026789",4,21.557
"E01028504",8,10.094
"E01013900",2,40.193
"E01013954",1,49.247
"E01013681",3,32.211
"E01013844",1,44.01
"E01014097",4,21.622
"E01003814",8,8.961
"E01028392",6,14.383
"E01028443",8,11.047
"E01028346",10,5.054
"E01028444",9,8.367
"E01028354",10,3.343
"E01028516",4,24.433
"E01030924",10,3.688
"E01030766",8,9.074
"E01030800",8,10.583
"E01014409",6,15.745
"E01032716",6,16.433
"E01032589",5,21.427
"E01032601",9,6.989
"E01032858",4,22.215
"E01014530",5,17.817
"E01014466",5,17.67
"E01014502",3,30.764
"E01031239",8,9.576
"E01030701",7,13.27
"E01014581",1,65.802
"E01030663",5,18.544
"E01030853",8,9.59
"E01032681",8,8.761
"E01033260",5,20.636
"E01032887",1,45.813
"E01033131",1,46.273
"E01031745",10,4.405
"E01031699",10,2.867
"E01033058",6,16.18
"E01031668",10,4.173
"E01032879",2,41.559
"E01032822",7,12.944
"E01032835",8,10.989
"E01031829",9,8.378
"E01033212",2,38.805
"E01032937",1,54.089
"E01032898",1,46.843
"E01031139",10,3.375
"E01031980",4,25.564
"E01031116",1,46.922
"E01031123",10,4.489
"E01031963",3,29.411
"E01032113",4,22.137
"E01032118",3,32.791
"E01032049",8,9.461
"E01031016",5,19.649
"E01031053",3,31.115
"E01030993",7,12.029
"E01031008",3,30.591
"E01031062",6,14.515
"E01031075",2,41.733
"E01031061",6,15.103
"E01032339",9,6.946
"E01032287",8,9.722
"E01032323",10,5.867
"E01032024",7,11.757
"E01014410",10,2.455
"E01014323",3,32.861
"E01014384",10,4.583
"E01014517",1,46.239
"E01032062",2,37.648
"E01032234",2,38.083
"E01030669",8,8.638
"E01032161",2,34.937
"E01032277",3,29.32
"E01032175",8,11.06
"E01032336",9,8.017
"E01032646",7,13.999
"E01032597",1,45.684
"E01032614",10,5.845
"E01032807",7,14.081
"E01032846",6,16.806
"E01032713",9,6.877
"E01032750",2,38.842
"E01032389",2,36.054
"E01032363",10,3.701
"E01032542",1,46.114
"E01032559",4,23.421
"E01032406",4,23.542
"E01032592",4,23.353
"E01032454",4,22.368
"E01033300",2,41.075
"E01031447",7,13.864
"E01031327",5,19.505
"E01031093",5,21.008
"E01031230",7,13.442
"E01031034",9,7.072
"E01031582",9,7.882
"E01031221",6,15.213
"E01031437",2,33.34
"E01031083",8,11.006
"E01031012",3,28.893
"E01031019",8,10.657
"E01031167",6,17.055
"E01013292",7,11.316
"E01031194",6,15.695
"E01031120",8,8.915
"E01031866",6,14.719
"E01031693",9,6.297
"E01031844",6,14.331
"E01031770",6,16.068
"E01013664",1,44.015
"E01013907",2,38.938
"E01031930",9,7.205
"E01031858",9,6.135
"E01032235",2,37.695
"E01031769",9,6.406
"E01031656",6,14.727
"E01031744",10,4.456
"E01031813",7,12.196
"E01031892",8,10.19
"E01031735",10,2.318
"E01014034",4,24.353
"E01014225",6,16.63
"E01014253",4,21.812
"E01014129",3,27.351
"E01014202",7,11.464
"E01032386",5,20.271
"E01013718",4,25.561
"E01014266",1,44.613
"E01013806",10,4.932
"E01032615",9,8.572
"E01013763",3,28.548
"E01013632",1,69.112
"E01013801",6,14.545
"E01014047",2,37.183
"E01013918",2,42.561
"E01033143",7,13.234
"E01033276",7,13.294
"E01032903",1,63.355
"E01033164",8,8.655
"E01033389",8,9.115
"E01033355",3,28.305
"E01033038",3,27.197
"E01033297",9,7.346
"E01003921",2,39.685
"E01003957",7,14.122
"E01003799",9,7.18
"E01003834",9,7.292
"E01033171",5,21.168
"E01033029",8,10.388
"E01032939",9,6.562
"E01004652",6,15.871
"E01004694",9,8.45
"E01004586",8,10.15
"E01004621",6,16.179
"E01004800",6,14.858
"E01004809",5,20.899
"E01004713",9,7.513
"E01004778",8,8.945
"E01032982",10,5.769
