"LSOA11CD","IMD_2019_decile","IMD_2019_score"
"E01014582",1,55.31
"E01023774",3,31.199
"E01025249",3,31.519
"E01023709",8,10.094
"E01023721",10,5.572
"E01025373",7,12.642
"E01023896",9,6.636
"E01025282",4,25.169
"E01025339",7,13.421
"E01023984",2,35.271
"E01024020",1,48.073
"E01014391",9,8.547
"E01014407",3,26.6
"E01024042",4,24.998
"E01023655",9,6.196
"E01024034",6,15.191
"E01023671",6,15.65
"E01023785",4,26.311
"E01023710",10,1.662
"E01023570",6,16.898
"E01018974",3,29.204
"E01032945",7,13.755
"E01032938",8,9.991
"E01033457",5,20.23
"E01017706",5,20.447
"E01017812",6,15.486
"E01017780",10,3.412
"E01017640",10,4.945
"E01033146",2,37.571
"E01033378",9,6.693
"E01033263",4,24.596
"E01023685",10,4.558
"E01023065",6,16.767
"E01023136",9,6.443
"E01023917",8,9.275
"E01023151",5,19.64
"E01023955",4,24.459
"E01023568",10,5.649
"E01023186",8,9.036
"E01023579",7,12.635
"E01033438",4,22.971
"E01033623",3,32.489
"E01033515",8,8.767
"E01033255",7,13.674
"E01023144",3,29.176
"E01023814",10,3.119
"E01023868",5,19.916
"E01017605",3,27.776
"E01023080",7,13.607
"E01017304",5,19.347
"E01017447",10,4.344
"E01023095",5,20.026
"E01023452",10,3.124
"E01023342",5,19.705
"E01023062",8,8.67
"E01023237",6,17.415
"E01017474",2,38.001
"E01014272",7,11.364
"E01014163",1,59.266
"E01023286",8,10.935
"E01017525",4,23.442
"E01023220",10,4.787
"E01016980",9,7.237
"E01017020",4,23.188
"E01017009",6,15.751
"E01016859",7,12.65
"E01017290",4,24.478
"E01017391",6,14.656
"E01017390",6,15.158
"E01017767",9,6.252
"E01023488",4,25.326
"E01017641",9,6.294
"E01023232",8,11.09
"E01023295",5,20.749
"E01017607",9,5.915
"E01017703",9,7.236
"E01016981",8,10.004
"E01026143",6,15.151
"E01026220",6,14.261
"E01026062",7,13.308
"E01026122",3,26.95
"E01025717",3,28.537
"E01025748",7,12.275
"E01025710",10,5.183
"E01025711",10,3.014
"E01025639",9,8.125
"E01026232",5,19.884
"E01025617",9,6.733
"E01025629",6,17.085
"E01026308",1,44.358
"E01026324",10,5.641
"E01026267",8,10.908
"E01013432",10,4.811
"E01013438",9,7.851
"E01026040",6,15.462
"E01013386",3,28.729
"E01026278",4,24.2
"E01026283",5,19.305
"E01013444",2,33.506
"E01026258",8,10.517
"E01014269",1,54.031
"E01014276",2,34.03
"E01014254",1,61.255
"E01014268",4,26.111
"E01025906",10,5.488
"E01025959",8,9.7
"E01025905",3,28.019
"E01025534",10,5.261
"E01025550",8,10.099
"E01025886",9,6.9
"E01025951",8,9.187
"E01013004",3,28.482
"E01013021",7,12.608
"E01025559",7,12.487
"E01025566",9,6.107
"E01023834",8,9.334
"E01023925",4,24.916
"E01023591",10,5.092
"E01024103",3,27.265
"E01025809",9,8.582
"E01025858",5,19.541
"E01024104",9,6.692
"E01026557",9,8.345
"E01025974",9,6.3
"E01026468",4,23.112
"E01026488",2,33.642
"E01026158",6,14.713
"E01025579",1,45.239
"E01025999",5,19.425
"E01026011",3,31.101
"E01025648",10,4.437
"E01025664",7,12.017
"E01013072",6,15.048
"E01013095",6,17.213
"E01025800",10,3.994
"E01026366",4,23.373
"E01025680",10,3.664
"E01023073",10,3.933
"E01023057",7,11.769
"E01033584",2,41.55
"E01023079",5,18.285
"E01023160",10,4.957
"E01023275",9,7.327
"E01023021",10,5.691
"E01022962",6,15.765
"E01022870",10,4.213
"E01022903",1,44.267
"E01022831",7,12.736
"E01022919",6,16.892
"E01033698",2,34.433
"E01033589",6,15.334
"E01033743",5,20.968
"E01023173",10,4.561
"E01023312",8,11.1
"E01022904",2,36.707
"E01022769",8,10.947
"E01033726",2,33.551
"E01022754",9,8.569
"E01022795",7,12.869
"E01023240",10,4.625
"E01033413",6,17.052
"E01023102",9,6.314
"E01022970",2,38.245
"E01033334",10,3.152
"E01033732",4,25.75
"E01022803",3,33.159
"E01033353",2,36.378
"E01033625",7,13.687
"E01024327",10,5.801
"E01033719",6,15.237
"E01033250",8,9.912
"E01024330",10,2.376
"E01023474",10,3.066
"E01024480",3,32.848
"E01024546",5,20.065
"E01033228",1,77.148
"E01033279",1,44.529
"E01033474",9,6.475
"E01024179",5,20.271
"E01033247",3,30.421
"E01033601",3,32.17
"E01033369",1,53.58
"E01024089",9,7.609
"E01024521",7,13.855
"E01024495",5,20.063
"E01024553",7,11.746
"E01022947",9,6.358
"E01022929",8,9.747
"E01022999",4,21.634
"E01022953",3,28.997
"E01023528",8,10.139
"E01024016",6,15.156
"E01023587",10,4.348
"E01024367",6,14.951
"E01024185",7,11.73
"E01024037",7,11.402
"E01024113",7,11.39
"E01012501",6,15.126
"E01012336",9,6.935
"E01013948",1,71.684
"E01012560",7,13.946
"E01012455",1,51.132
"E01012584",7,11.484
"E01012331",6,15.842
"E01012467",7,13.363
"E01012482",2,38.152
"E01012477",10,3.57
"E01013943",2,42.658
"E01013935",6,16.966
"E01013781",2,38.89
"E01014077",8,8.66
"E01013796",10,4.887
"E01014143",3,32.59
"E01014130",8,11.278
"E01013305",8,11.022
"E01013255",4,22.078
"E01014094",9,6.792
"E01014079",5,17.719
"E01013926",3,27.197
"E01013885",1,57.26
"E01013188",6,16.955
"E01014116",1,46.45
"E01012573",2,37.374
"E01013226",7,11.414
"E01013124",7,13.219
"E01013054",10,3.527
"E01014108",1,68.039
"E01013133",3,30.675
"E01013403",8,8.916
"E01013591",1,57.109
"E01013173",6,16.009
"E01013634",2,43.736
"E01022859",9,6.721
"E01013362",9,6.808
"E01013662",4,24.26
"E01022770",10,5.014
"E01033647",1,53.34
"E01013582",5,21.152
"E01013559",9,6.015
"E01022782",9,7.041
"E01013606",6,16.122
"E01033715",5,20.554
"E01033629",2,43.801
"E01033714",10,4.062
"E01033670",7,12.181
"E01022973",5,21.174
"E01022877",10,4.082
"E01023028",6,15.255
"E01022974",10,4.87
"E01022850",10,3.812
"E01022873",10,5.37
"E01033000",2,36.05
"E01032989",7,11.789
"E01022800",4,22.748
"E01032983",10,3.607
"E01033082",4,25.28
"E01018980",4,23.746
"E01023607",10,2.374
"E01023583",6,15.382
"E01023659",10,1.791
"E01023644",9,7.361
"E01024091",2,35.166
"E01024079",6,16.136
"E01024229",5,18.8
"E01024127",7,13.352
"E01033631",7,12.334
"E01024405",7,12.745
"E01033723",5,17.79
"E01033676",1,70.653
"E01024395",3,28.281
"E01024381",4,23.402
"E01024403",7,12.551
"E01023072",10,5.024
"E01023037",4,22.608
"E01018029",9,6.732
"E01023116",7,11.667
"E01017828",6,14.243
"E01033115",9,6.188
"E01023017",6,17.005
"E01033636",1,51.777
"E01024453",10,3.585
"E01024434",8,10.36
"E01024488",3,28.203
"E01024455",7,14.018
"E01018064",7,13.044
"E01018057",7,13.123
"E01018087",3,28.583
"E01017822",10,5.673
"E01017818",7,11.373
"E01024883",2,37.33
"E01024959",2,34.277
"E01024864",3,32.411
"E01024876",1,54.745
"E01018000",7,11.845
"E01017942",10,1.744
"E01024979",9,7.169
"E01024779",8,9.736
"E01018260",10,2.442
"E01024961",6,16.291
"E01024619",5,18.379
"E01024656",4,21.855
"E01024840",2,36.079
"E01024253",9,8.416
"E01025958",7,11.413
"E01024306",2,40.532
"E01024290",4,22.862
"E01025887",5,21.335
"E01033735",3,27.791
"E01025946",8,10.777
"E01025920",5,17.878
"E01033609",10,5.881
"E01033564",4,24.775
"E01017856",5,19.172
"E01026114",1,53.122
"E01026026",2,37.301
"E01024363",6,15.63
"E01033557",5,20.868
"E01022992",7,11.951
"E01023103",8,10.034
"E01023313",10,4.07
"E01023316",9,7.666
"E01023260",4,26.24
"E01023281",9,7.683
"E01018732",3,31.862
"E01018857",2,37.114
"E01022902",2,33.52
"E01033746",4,21.824
"E01022986",8,10.231
"E01022891",10,5.217
"E01022937",5,20.245
"E01022951",8,9.512
"E01033750",7,11.769
"E01024732",7,13.809
"E01017036",1,49.7
"E01023525",9,7.095
"E01024718",10,3.505
"E01025397",2,33.361
"E01024637",8,10.717
"E01017088",4,24.387
"E01025385",1,45.27
"E01023357",3,27.475
"E01023361",10,4.503
"E01023555",3,27.01
"E01023636",8,10.183
"E01023177",7,13.912
"E01023481",8,9.01
"E01023171",7,13.47
"E01026024",3,29.216
"E01026023",3,28.383
"E01023246",8,9.73
"E01023204",4,22.584
"E01022940",6,15.51
"E01022883",10,2
"E01025992",3,31.265
"E01025971",9,7.015
"E01018173",9,7.534
"E01018134",10,4.168
"E01033130",1,51.358
"E01018202",10,5.556
"E01023373",7,11.622
"E01023291",9,7.473
"E01018128",5,18.492
"E01033737",2,33.761
"E01023402",4,23.263
"E01022849",10,3.468
"E01033725",4,21.577
"E01033760",4,24.01
"E01022985",9,6.165
"E01023432",9,6.288
"E01033753",8,10.02
"E01023467",9,7.692
"E01023445",7,12.777
"E01022876",10,4.386
"E01022756",10,4.711
"E01023422",10,3.927
"E01022764",6,14.457
"E01023443",10,5.829
"E01013053",8,8.682
"E01013039",6,16.091
"E01012830",4,22.264
"E01012825",4,25.911
"E01025026",6,16.994
"E01025033",7,14.086
"E01024978",7,12.841
"E01024995",7,11.458
"E01012388",2,39.787
"E01013037",8,9.776
"E01012301",10,4.19
"E01012453",1,49.022
"E01012722",7,12.756
"E01012670",1,87.112
"E01012937",6,16.418
"E01024771",4,25.6
"E01024824",10,2.674
"E01026197",9,8.079
"E01024752",10,1.847
"E01003252",2,39.521
"E01003933",2,33.607
"E01024966",9,6.209
"E01003262",5,19.131
"E01024588",5,19.077
"E01024618",1,63.965
"E01024494",4,22.463
"E01024567",4,24.547
"E01026186",10,4.418
"E01026192",5,21.098
"E01026164",9,7.922
"E01012765",6,17.575
"E01012746",1,47.494
"E01013364",6,15.384
"E01013378",10,4.245
"E01012655",1,78.945
"E01012640",1,48.091
"E01003410",4,21.572
"E01003355",8,8.667
"E01025787",10,3.116
"E01025816",9,6.802
"E01026370",9,7.659
"E01025780",10,3.822
"E01013113",10,3.692
"E01013353",4,21.656
"E01025894",4,26.304
"E01003498",3,33.218
"E01012372",7,12.473
"E01003334",3,28.809
"E01003517",1,46.731
"E01012837",1,46.757
"E01012306",3,30.425
"E01012365",7,13.052
"E01012917",1,48.772
"E01003482",3,27.209
"E01003478",9,6.496
"E01012806",1,50.635
"E01012801",4,22.696
"E01003233",6,16.337
"E01003339",4,26.452
"E01003235",3,28.429
"E01025087",3,31.521
"E01025098",5,19.025
"E01025259",10,5.903
"E01025260",1,50.459
"E01025144",6,16.421
"E01025198",4,23.517
"E01033752",8,8.974
"E01033757",3,30.749
"E01033730",6,17.399
"E01033314",6,14.311
"E01022813",7,11.963
"E01033729",4,25.081
"E01022743",9,7.513
"E01022790",10,2.59
"E01033476",9,6.492
"E01018207",5,18.491
"E01018733",4,22.95
"E01018794",6,14.4
"E01018224",8,10.144
"E01018918",4,24.355
"E01018666",10,2.025
"E01018719",5,20.117
"E01018934",7,12.972
"E01018961",4,23.369
"E01018960",5,18.119
"E01018746",3,28.003
"E01018743",6,14.582
"E01017876",10,2.506
"E01018907",3,28.76
"E01017897",10,4.971
"E01003790",6,16.218
"E01003760",6,15.006
"E01003661",5,18.026
"E01003645",5,19.419
"E01025360",4,24.963
"E01025409",8,10.934
"E01004082",10,5.317
"E01004046",6,17.334
"E01003211",4,23.374
"E01003313",2,35.351
"E01003807",9,7.831
"E01003213",5,20.821
"E01004028",4,26.416
"E01003958",6,16.322
"E01003274",6,17.032
"E01024610",1,57.146
"E01025293",1,60.944
"E01024777",3,26.598
"E01024589",6,14.509
"E01024673",4,22.027
"E01022811",3,30.443
"E01025314",4,23.347
"E01024668",3,29.813
"E01025103",10,5.027
"E01025142",8,9.049
"E01025270",7,13.884
"E01025291",2,36.28
"E01025356",3,29.476
"E01024772",8,11.183
"E01025321",9,8.309
"E01025551",8,9.674
"E01025549",8,11.154
"E01024307",3,27.51
"E01025571",3,33.096
"E01024202",5,17.787
"E01024138",4,21.666
"E01025540",8,9.039
"E01024207",5,17.924
"E01015512",10,3.379
"E01015466",7,11.901
"E01015141",8,9.125
"E01015585",7,13.098
"E01024423",10,4.615
"E01024332",6,17.096
"E01015463",9,6.943
"E01024463",10,2.852
"E01025164",6,15.996
"E01025139",1,60.263
"E01025655",5,18.102
"E01025607",6,17.358
"E01025511",9,6.595
"E01025475",10,4.918
"E01025121",6,14.853
"E01025039",9,6.258
"E01024525",6,16.346
"E01024471",10,5.007
"E01024132",4,23.381
"E01024534",2,33.258
"E01025750",9,7.177
"E01025695",10,3.846
"E01024464",10,5.412
"E01015326",4,23.135
"E01015237",5,19.462
"E01015333",8,10.963
"E01015328",4,25.836
"E01012992",2,34.669
"E01012969",9,7.905
"E01013027",5,17.767
"E01013012",10,5.469
"E01016745",6,16.506
"E01013409",8,9.741
"E01016766",5,18.702
"E01016763",7,12.757
"E01013330",2,39.903
"E01013321",8,10.011
"E01013357",9,6.077
"E01014940",10,5.306
"E01014912",10,2.333
"E01015340",7,13.253
"E01014941",3,29.976
"E01015162",2,33.272
"E01015158",2,36.664
"E01014909",7,13.019
"E01015232",1,49.815
"E01013468",10,3.884
"E01013445",3,28.292
"E01013484",1,60.928
"E01013476",6,14.41
"E01015353",6,16.446
"E01015341",2,39.878
"E01015437",9,6.852
"E01014306",1,47.664
"E01014303",7,12.736
"E01024917",5,19.367
"E01014309",2,40.769
"E01031467",5,19.38
"E01031427",1,46.674
"E01014293",2,37.592
"E01031567",6,14.886
"E01024586",4,22.82
"E01024549",2,34.254
"E01024687",1,59.797
"E01024651",4,25.262
"E01024965",10,4.401
"E01024956",8,9.226
"E01024983",9,7.464
"E01031812",8,8.811
"E01031692",6,17.055
"E01014436",9,6.035
"E01014332",5,20.237
"E01030981",4,23.769
"E01030894",10,4.489
"E01031627",10,3.005
"E01031607",6,17.533
"E01014122",4,22.509
"E01014082",7,11.941
"E01031382",7,13.433
"E01014128",4,21.715
"E01014523",3,27.171
"E01014514",8,10.744
"E01014048",2,43.844
"E01023697",10,5.154
"E01024800",10,3.093
"E01023875",8,11.045
"E01023705",5,19.579
"E01024695",3,28.851
"E01023562",9,6.917
"E01024799",9,6.012
"E01024798",7,12.371
"E01025852",3,28.443
"E01025846",10,2.814
"E01025450",3,30.815
"E01025431",4,25.752
"E01025801",7,13.153
"E01023902",7,12.507
"E01025824",5,19.081
"E01024842",4,22.32
"E01024809",7,13.243
"E01024898",1,53.814
"E01024879",3,27.952
"E01024240",1,59.114
"E01024232",7,11.855
"E01024283",5,19.376
"E01024268",8,9.941
"E01023506",6,15.013
"E01024059",3,27.828
"E01023546",5,18.758
"E01023532",6,15.643
"E01023956",4,21.986
"E01023926",10,5.677
"E01024049",1,44.522
"E01026643",4,24.057
"E01026619",1,47.725
"E01026117",3,28.662
"E01026100",6,16.209
"E01013804",10,5.78
"E01013713",4,23.024
"E01026565",6,15.363
"E01026434",7,11.746
"E01013680",6,15.404
"E01013677",1,51.943
"E01026286",5,19.888
"E01013687",2,36.008
"E01026147",7,13.342
"E01026134",3,28.471
"E01013675",1,46.71
"E01013540",8,9.255
"E01014007",7,11.348
"E01013574",10,5.194
"E01013545",6,17.171
"E01013827",2,39.154
"E01031136",8,9.15
"E01013977",7,12.726
"E01013834",2,40.473
"E01013259",2,34.491
"E01013220",1,57.99
"E01013706",10,4.939
"E01013695",2,40.424
"E01013112",10,5.025
"E01013658",3,30.36
"E01013151",8,8.975
"E01000541",6,14.775
"E01000600",2,36.846
"E01000589",5,19.307
"E01006504",1,55.686
"E01027626",7,12.673
"E01027678",5,21.211
"E01027658",7,11.596
"E01027520",10,4.853
"E01006415",2,41.885
"E01000651",8,9.788
"E01000223",2,35.812
"E01006389",6,15.23
"E01000623",6,16.12
"E01000681",10,2.655
"E01000558",3,26.806
"E01027639",10,4.235
"E01000021",2,38.888
"E01000238",6,14.457
"E01000195",3,26.999
"E01026362",10,3.196
"E01026353",3,26.87
"E01000201",9,7.184
"E01026394",8,9.414
"E01027515",4,24.5
"E01027588",9,6.457
"E01027561",10,4.178
"E01027847",1,64.072
"E01000172",9,8.421
"E01000215",7,13.565
"E01000225",8,10.981
"E01014906",4,22.651
"E01014897",10,3.138
"E01016551",10,3.44
"E01016550",10,5.821
"E01015140",9,8.473
"E01015114",8,9.503
"E01014864",7,12.285
"E01014825",9,8.563
"E01014986",6,15.764
"E01014963",10,5.69
"E01012725",4,24.751
"E01015028",1,50.765
"E01016588",7,13.743
"E01016557",8,8.64
"E01014955",9,8.116
"E01015894",9,6.684
"E01016549",8,8.62
"E01016012",4,24.78
"E01015998",8,9.262
"E01016488",5,18.137
"E01016790",9,7.921
"E01016525",10,3.438
"E01016507",6,16.192
"E01016742",1,63.521
"E01016715",4,24.24
"E01015087",1,47.016
"E01015035",7,11.718
"E01016622",10,2.066
"E01016035",2,42.366
"E01016642",4,22.08
"E01030831",10,3.718
"E01030813",8,9.617
"E01030860",8,8.654
"E01030845",8,10.717
"E01031193",6,14.325
"E01031176",3,27.804
"E01031211",6,15.145
"E01031210",8,9.746
"E01031046",2,43.311
"E01012580",2,40.635
"E01031110",10,4.68
"E01031055",7,12.788
"E01014806",2,39.805
"E01014771",8,9.355
"E01012564",6,15.985
"E01014666",10,5.026
"E01014642",6,16.676
"E01026178",4,26.432
"E01014719",9,8.452
"E01012841",1,60.236
"E01012794",7,12.474
"E01026650",5,18.229
"E01012892",1,61.689
"E01012638",1,64.719
"E01012615",2,34.174
"E01012705",2,40.445
"E01012659",6,14.542
"E01026233",10,4.87
"E01026196",9,7.459
"E01026252",7,13.377
"E01030870",10,3.095
"E01031365",7,12.536
"E01031033",6,14.962
"E01031340",10,5.213
"E01032971",4,23.182
"E01032856",10,3.662
"E01031287",10,2.201
"E01032761",10,1.412
"E01032261",9,7.936
"E01032214",5,18.24
"E01032233",9,8.417
"E01033092",3,30.583
"E01031344",4,26.022
"E01031190",5,20.331
"E01031044",2,41.254
"E01023207",10,1.888
"E01023198",7,12.588
"E01032216",6,17.367
"E01032201",4,24.22
"E01032096",1,48.016
"E01032092",9,6.77
"E01023181",9,5.996
"E01023164",7,12.251
"E01031157",10,5.206
"E01033005",3,28.223
"E01032744",2,33.801
"E01032955",5,18.626
"E01032322",4,23.724
"E01032222",6,16.055
"E01032896",2,34.448
"E01023828",5,20.057
"E01031417",7,12.579
"E01023394",6,16.653
"E01024008",9,7.033
"E01031402",6,16.509
"E01031631",5,20.468
"E01031651",8,8.781
"E01031485",10,1.886
"E01023637",3,29.019
"E01023951",3,27.251
"E01030940",9,5.938
"E01030922",10,2.738
"E01023595",10,4.913
"E01023892",7,11.621
"E01023780",5,20.838
"E01033194",8,9.604
"E01033123",3,26.803
"E01033160",2,38.497
"E01032819",8,9.773
"E01032192",8,9.232
"E01031996",6,16.329
"E01032094",4,26.396
"E01032251",3,32.685
"E01031535",7,13.975
"E01033088",8,11.272
"E01023715",10,3.2
"E01031670",9,8.499
"E01033104",2,36.728
"E01033056",7,14.005
"E01033183",6,14.878
"E01033205",3,27.107
"E01033163",10,5.695
"E01016230",10,5.333
"E01033207",2,38.088
"E01032182",8,10.289
"E01032140",10,4.065
"E01033156",9,7.401
"E01032200",6,16.172
"E01015787",2,34.331
"E01015699",2,41.099
"E01015871",4,21.565
"E01015834",8,9.244
"E01016396",2,33.653
"E01016281",9,8.274
"E01016398",5,17.919
"E01033418",6,15.462
"E01033498",2,35.867
"E01033404",4,23.896
"E01033253",6,14.308
"E01024121",7,12.026
"E01024254",5,19.571
"E01033667",2,34.751
"E01033424",4,23.051
"E01032843",8,9.984
"E01032829",5,18.259
"E01032112",8,8.649
"E01032942",4,25.503
"E01033469",1,65.897
"E01033452",8,11.256
"E01032726",5,18.787
"E01023257",7,13.881
"E01022869",10,4.797
"E01023310",3,28.789
"E01023304",5,19.977
"E01033756",6,15.028
"E01023131",7,12.808
"E01022745",10,3.36
"E01033766",4,21.895
"E01032712",9,8.281
"E01032636",6,15.601
"E01032051",6,16.928
"E01032050",9,7.781
"E01032449",3,30.713
"E01023318",9,8.119
"E01032489",4,25.408
"E01016081",9,6.694
"E01016061",2,43.474
"E01016229",10,3.353
"E01016138",8,9.014
"E01032948",10,3.953
"E01032943",7,13.444
"E01033142",9,8.333
"E01033094",1,61.546
"E01023094",9,7.348
"E01014819",8,9.134
"E01023128",5,20.673
"E01023096",10,4.042
"E01023499",6,15.433
"E01023359",6,16.432
"E01023512",10,4.152
"E01030733",9,8.077
"E01030730",8,9.683
"E01014535",7,13.71
"E01030810",10,3.032
"E01019314",5,19.713
"E01019288",9,6.064
"E01030727",9,6.845
"E01019218",4,25.134
"E01014194",3,29.549
"E01014171",6,16.558
"E01014277",3,26.672
"E01014264",6,16.71
"E01014551",7,13.316
"E01014547",9,7.131
"E01030489",10,5.804
"E01026723",7,11.408
"E01019252",4,24.405
"E01026539",5,18.324
"E01026474",4,25.373
"E01032458",8,8.673
"E01032699",8,9.18
"E01018643",10,4.568
"E01026588",7,13.77
"E01019110",1,48.673
"E01033110",1,69.271
"E01019208",3,28.604
"E01019299",2,35.272
"E01026480",8,11.214
"E01026742",9,7.808
"E01019297",6,17.403
"E01031863",9,7.083
"E01025215",1,48.042
"E01031902",6,14.527
"E01031880",9,7.617
"E01025182",1,55.423
"E01030529",8,9.067
"E01025207",1,48.301
"E01025202",6,15.94
"E01031318",10,4.001
"E01031313",10,4.558
"E01030882",10,1.303
"E01030863",10,3.634
"E01031259",10,4.214
"E01032019",4,21.729
"E01031306",8,9.842
"E01025325",5,18.344
"E01025308",3,28.377
"E01025426",10,5.227
"E01025362",7,13.01
"E01030619",3,26.605
"E01030602",9,7.414
"E01030678",6,15.846
"E01030625",9,6.153
"E01030497",2,33.561
"E01025021",9,8.09
"E01030524",6,17.573
"E01030511",10,2.597
"E01025000",8,10.933
"E01024984",7,14.178
"E01025015",10,5.562
"E01022988",4,24.426
"E01022960",6,17.633
"E01018753",6,16.664
"E01022888",10,4.262
"E01018723",9,7.408
"E01023023",6,14.883
"E01022828",9,7.383
"E01022982",9,7.277
"E01018731",3,30.084
"E01018688",9,6.217
"E01018702",10,4.083
"E01018951",4,24.756
"E01026500",8,9.34
"E01018969",4,23.22
"E01018786",6,14.248
"E01030804",10,4.631
"E01030930",10,2.069
"E01031976",7,11.923
"E01031852",8,10.99
"E01030928",8,9.439
"E01031748",10,3.936
"E01030909",8,8.79
"E01030799",10,2.992
"E01031944",7,13.678
"E01031843",8,10.43
"E01022971",9,7.671
"E01031743",5,18.565
"E01031909",9,7.276
"E01031451",2,34.906
"E01031722",9,8.464
"E01018989",3,29.691
"E01019167",4,23.438
"E01019186",5,21.064
"E01019127",4,22.033
"E01019146",7,13.996
"E01023099",5,20.513
"E01032462",6,15.78
"E01019198",3,31.089
"E01032618",7,12.633
"E01032102",9,8.389
"E01032491",8,8.667
"E01032453",2,42.189
"E01032553",4,21.844
"E01019056",1,45.392
"E01032707",10,5.364
"E01023558",10,4.494
"E01023363",10,1.676
"E01023340",6,15.463
"E01023463",9,7.736
"E01033724",8,10.113
"E01033512",9,7.741
"E01033534",9,7.743
"E01023133",10,4.836
"E01023082",5,18.991
"E01023183",6,14.286
"E01023185",7,13.248
"E01023135",6,15.652
"E01023265",9,6.066
"E01023174",8,9.083
"E01022899",2,35.145
"E01023908",10,4.26
"E01023809",7,11.731
"E01023889",10,2.103
"E01023971",10,2.279
"E01009058",2,36.139
"E01008905",1,53.928
"E01008952",3,27.467
"E01008646",4,24.609
"E01010614",1,53.147
"E01010538",3,28.468
"E01010553",7,12.324
"E01010664",4,26.416
"E01010279",2,42.157
"E01010178",3,31.69
"E01010183",9,7.956
"E01023891",4,23.126
"E01008998",1,51.657
"E01008875",4,21.88
"E01010399",5,19.464
"E01008812",2,43.622
"E01009129",1,68.125
"E01009898",8,10.033
"E01008803",2,34.57
"E01009687",8,10.458
"E01008676",4,25.908
"E01008605",3,27.408
"E01008611",9,6.372
"E01008762",1,55.277
"E01008849",1,47.963
